designation,num,id,_r,Source,RA_ICRS,DE_ICRS,GMAG0,BP-RP0,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,FlagPhoto,FlagOut,BP/RPCorr,AG50,ABP50,ARP50,,,source_id,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,azero_gspphot,bp_g,bp_rp,distance_gspphot,ebpminrp_gspphot,g_rp,grvs_mag,grvs_mag_error,libname_gspphot,logg_gspphot,mh_gspphot,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,Separation
Gaia DR3 3326934620136003072,0,936,0.241609,3.32693E+018,100.0770774,10.07243383,4.067399,0.740205,1.203253,5966.21,6066.44,6365.19,4.163425,4.343911,4.395164,-0.40886,-0.24842,0.279586,1.784331,1.996834,2.06803,2.356754,2.80487,1.46291,1.591072,1.714203,1.928116,2.066599,0.996094,-10.106463,-0.797636,0.076955,10.137891,GBPRPgrizy/JHKsW1W2,0,0.01259017,1.418676,1.769567,1.032391,,,3.32693E+018,100.0770774,10.07243383,202.7037055,2.13255775,100.1843522,-13.01129579,0.385993447,-0.828719581,-0.223146868,17.06386,17.731005,16.253624,0.06583825,0.059528865,0.072652526,0.076869465,0.06268887,1.0090564,1.149,1.4557,0.6671448,1.4773808,906.6072,0.6335,0.810236,,,MARCS,4.6834,-1.6164,1104.117175,11.334497,2814.50975,2.4782777,2498.668413,10.819845,,,2016,5445.099,,,0.0000000732
Gaia DR3 3326934654494000640,0,937,0.260853,3.32693E+018,100.0525145,10.07555039,1.01595,0.935604,1.212042,5178.16,5236.93,5285.69,2.581196,2.605648,3.5449,-1.910513,-1.868846,-0.391057,4.260325,4.779938,10.588884,11.455111,11.467827,1.754286,1.955906,2.003552,2.007461,2.28386,0.660156,-17.96273,-4.081813,0.390319,18.420666,GBPRPgrizy/JHKsW1W2,0,0.107812405,1.609424,2.037146,1.196769,,,3.32693E+018,100.0525145,10.07555039,202.6898749,2.112468711,100.1593658,-13.00991268,0.279288644,-0.915140102,-0.670298531,17.749647,18.530405,16.754423,0.112895675,0.10682102,0.14063382,0.14161883,0.10669051,1.1221014,1.6329,2.1286,0.7807579,1.7759819,877.3048,0.9126,0.995224,,,MARCS,4.7308,-3.5083,528.7553986,12.088028,1496.537581,2.0026352,1575.393208,14.517178,,,2016,5357.95,,,0.000000115
Gaia DR3 3326934654495752448,0,938,0.250807,3.32693E+018,100.0518492,10.05987796,2.940005,0.508605,1.555155,6107.35,6759.82,6786.53,3.935253,4.128701,4.176446,-0.133802,-0.128322,0.178024,1.672895,2.156124,2.202116,2.988116,4.29961,2.328224,2.62246,3.03995,3.056334,3.219946,0.947754,-10.230113,-0.849362,0.080875,10.265312,GBPRPgrizy/JHKsW1W2,0,-0.005627394,2.457288,3.105188,1.813881,,,3.32693E+018,100.0518492,10.05987796,202.7035259,2.104725433,100.1598415,-13.02559194,0.249523357,-0.392216598,-1.571862461,17.111494,17.993408,16.193497,0.080962494,0.07632293,0.09439946,0.09607465,0.092008606,1.1720066,1.9976,2.569,0.88191414,1.7999115,853.3779,1.1204,0.91799736,,,MARCS,4.5895,-3.6318,867.0682775,13.125126,2693.698484,2.869412,2640.946389,14.082143,,,2016,5927.1377,,,0.0000000891
Gaia DR3 3326934684558979584,0,939,0.248011,3.32693E+018,100.0704291,10.07505586,4.023329,0.729197,1.296866,5783.37,6105.87,6629.02,3.964641,4.349204,4.404212,-0.241348,-0.003645,0.078575,1.640563,1.836219,2.117041,3.196344,4.965149,2.081964,2.296966,2.574886,2.851181,3.215858,0.91748,-10.151728,-0.81636,0.078608,10.184499,GBPRPgrizy/JHKs,0,0.025284767,2.078289,2.626468,1.537505,,,3.32693E+018,100.0704291,10.07505586,202.698379,2.127932736,100.1774589,-13.0091479,0.261752306,-0.323530893,-1.028835316,17.730265,18.598516,16.780357,0.113456525,0.10449069,0.14167154,0.14743544,0.10769167,1.0523419,1.4014,1.8595,0.8682518,1.8181591,681.9124,0.7711,0.9499073,,,MARCS,4.8206,-1.7682,496.6041476,8.157782,1523.495156,1.9720436,1538.209911,19.425016,,,2016,4901.1885,,,0.000000168
Gaia DR3 3326934688855481088,0,940,0.257605,3.32693E+018,100.0626606,10.08101146,4.580604,0.864308,1.067737,5442.52,5656.57,5739.25,4.352,4.371867,4.406,0.092803,0.26298,0.451242,0.430878,0.436248,0.442253,0.450228,0.459961,-0.051859,-0.016603,0.145023,0.241974,0.41945,1,-8.607745,-0.170477,0.01639,8.609433,GBPRPJHKsW1W2,0,-0.00375998,0.124701,0.152448,0.088549,,,3.32693E+018,100.0626606,10.08101146,202.6895809,2.123849791,100.1691927,-13.00375327,2.21681636,-4.364671546,-6.406041043,12.933657,13.315327,12.38712,0.027121628,0.024674395,0.032320037,0.032996744,0.02754992,1.6541767,0.0611,0.0743,0.38167,0.92820644,435.3452,0.0326,0.54653645,12.147304,0.07071573,MARCS,4.3475,-0.1147,64459.38554,148.19113,126323.4985,67.61165,87965.07369,111.65403,36.85547,2.7544174,2016,5415.717,,,0.000000181
Gaia DR3 3326934688855482496,0,941,0.259335,3.32693E+018,100.0582603,10.07917825,3.038713,0.621501,1.263953,6109.95,6177.96,6722.65,3.689583,4.009452,4.073731,-1.103826,-0.621609,-0.349686,1.651426,1.727428,2.292141,2.798883,3.010267,1.274139,1.403056,1.576901,1.812696,1.837256,0.998535,-10.313307,-0.883549,0.084758,10.351085,GBPRPgrizy/JHKsW1W2,0,0.25248396,1.314187,1.633511,0.951698,,,3.32693E+018,100.0582603,10.07917825,202.689232,2.119158375,100.1648917,-13.0058908,0.409927765,-1.081882032,-1.27726934,16.154116,16.530195,15.226881,0.043368716,0.0382052,0.047254603,0.049970787,0.040887337,0.9471438,,,0.37607956,1.3033142,,,0.92723465,,,,,,3336.865431,20.523827,6505.791913,4.414348,6432.886469,44.838573,,,2016,,,,0.0000000959
Gaia DR3 3326934723215214464,0,942,0.21565,3.32693E+018,100.1019346,10.05950541,2.707316,0.660373,1.608702,6141.68,6368.23,7042.14,3.906984,4.021411,4.275534,-0.172679,0.26612,0.397377,1.640131,1.843831,2.500248,3.006703,3.23155,2.781597,2.959477,3.117226,3.512731,3.776421,0.996582,-10.504509,-0.965244,0.09373,10.548763,GBPRPgrizy/JHKsW1W2,0,0.005456328,2.491382,3.165701,1.854112,,,3.32693E+018,100.1019346,10.05950541,202.726402,2.148423856,100.210357,-13.0224406,0.412609546,0.148608296,-2.305161977,17.188614,18.174362,16.2024,0.076873064,0.076085344,0.09643175,0.08812162,0.07174229,1.0372474,,,0.9857483,1.971962,,,0.9862137,,,,,,733.9589234,13.417987,2509.002137,2.7530224,2619.376121,12.989707,,,2016,,,,0.00000017
Gaia DR3 3326934753278428672,0,943,0.207845,3.32693E+018,100.1180017,10.06218686,3.808659,0.849465,1.120717,5683.77,5740.89,6371.4,3.900348,4.190761,4.430935,-0.283446,-0.240463,-0.006204,1.579379,1.96234,2.791437,3.546394,3.578176,2.110107,2.241945,2.377966,2.78319,2.873317,0.990723,-10.772783,-1.077867,0.105391,10.826571,GBPRPgrizy/JHKs,0,-0.032191634,1.913437,2.421099,1.419532,,,3.32693E+018,100.1180017,10.06218686,202.7312459,2.16372196,100.2263555,-13.01863227,0.353139228,-3.387147832,0.02650713,17.951235,18.888485,17.037453,0.117946856,0.10588198,0.12588611,0.15568662,0.12930164,1.0076456,0.8276,1.1311,0.93725014,1.8510323,767.265,0.4545,0.9137821,,,MARCS,4.4024,-3.3739,380.2092653,9.667095,1242.947423,1.7473245,1213.884757,7.857563,,,2016,4224.7925,,,0.000000211
Gaia DR3 3326934757574942080,0,944,0.21236,3.32693E+018,100.1155731,10.06603553,2.684225,0.746786,1.598916,5913.64,6116.69,6342.99,3.861476,3.906721,3.98146,0.235862,0.26318,0.369094,1.819785,1.836698,1.854744,2.097551,2.203804,1.798716,1.839397,1.931453,2.112503,2.166683,1,-9.909518,-0.716044,0.070014,9.935354,GBPRPgrizy/JHKsW1W2,0,0.008549452,1.589885,1.98878,1.160998,,,3.32693E+018,100.1155731,10.06603553,202.7267267,2.163352529,100.2236242,-13.01496499,0.502220108,-0.074256472,-1.309808345,15.615529,16.344484,14.769917,0.03125121,0.028208405,0.03428848,0.038620852,0.033623748,1.0399058,1.4574,1.8428,0.72895527,1.5745678,1126.2345,0.8067,0.8456125,,,MARCS,4.1376,-1.3756,3959.343493,15.413451,10684.03005,4.736383,9799.217755,16.157808,,,2016,5736.386,,,0.0000001
Gaia DR3 3326934791934688896,0,945,0.23051,3.32693E+018,100.0933119,10.0717932,-0.322537,-0.26625,4.201365,15097.31,15362.86,16302.02,4.231036,4.233,4.313235,-0.590725,-0.099107,0.054509,4.408448,4.460838,5.082312,5.161006,5.201785,3.040105,3.07436,3.085726,3.099258,3.119672,0.158936,-12.884941,-1.960865,0.190355,13.033292,GBPRPgrizy/JHKsW1W2,1000,0.15776002,2.889514,3.415761,1.917836,,,3.32693E+018,100.0933119,10.0717932,202.7115826,2.146484152,100.2007627,-13.01079204,0.289226741,0.851476785,-1.717473318,16.097284,16.504715,15.273041,0.07931914,0.072870016,0.091402896,0.09178092,0.07703741,2.1062682,,,0.40743065,1.2316742,,,0.82424355,,,,,,3416.102238,15.590747,6855.398384,9.849564,6165.124494,12.741856,,,2016,,,,0.0000000775
Gaia DR3 3326934821997934592,0,946,0.225719,3.32693E+018,100.1078766,10.07704832,3.352218,0.593908,1.285729,6103.72,6330.55,6964.55,4.125802,4.207876,4.388286,-0.573358,-0.057747,-0.016258,2.239229,2.659337,3.936227,4.397778,5.373336,2.239371,2.353842,2.521415,2.870273,3.217472,0.962402,-11.828379,-1.518785,0.14847,11.925487,GBPRPgrizy/JH,0,0.021211624,2.049406,2.581138,1.50849,,,3.32693E+018,100.1078766,10.07704832,202.7134592,2.161641274,100.2150565,-13.00452369,0.023167822,0.057943945,-0.229871396,18.377045,19.155539,17.488983,0.15828523,0.13699909,0.16189107,0.18517685,0.1469239,1.0658557,1.1255,1.4965,0.7784939,1.6665554,869.7434,0.6187,0.8880615,,,PHOENIX,4.8975,-2.3106,297.3046554,13.8534,839.7098268,1.6358271,800.8746803,10.610114,,,2016,4792.2515,,,0.00000016
Gaia DR3 3326934826294418048,0,947,0.225653,3.32693E+018,100.1062432,10.07576156,3.704329,0.562319,1.250824,5829.5,6404.14,6686.19,4.229786,4.324292,4.385722,-0.427919,-0.262857,-0.041411,2.607984,2.733134,3.396824,3.898682,4.55601,1.786688,1.814061,2.210002,2.344527,2.65706,0.993652,-11.331156,-1.310682,0.128005,11.406708,GBPRPgrizy/JH,0,0.013511777,1.816459,2.274658,1.326991,,,3.32693E+018,100.1062432,10.07576156,202.7138696,2.159622912,100.2135049,-13.00592236,0.257055391,0.447278362,-2.501909101,18.176167,18.863173,17.353186,0.14285919,0.12283467,0.14350314,0.1728535,0.14761007,0.9780992,0.5593,0.7403,0.687006,1.5099869,875.9554,0.3077,0.8229809,,,MARCS,4.771,-3.88,389.1774345,9.884754,1010.368981,1.7660736,907.5773227,10.288663,,,2016,4463.3857,,,0.000000191
Gaia DR3 3326934826294422656,0,948,0.229596,3.32693E+018,100.0986168,10.07491033,5.101519,0.892804,0.940737,5500.47,5592.42,5597.76,4.539528,4.542576,4.556854,-0.01654,-0.015368,-0.002484,1.066053,1.195111,1.253463,1.262271,1.28895,1.460725,1.789642,1.887606,1.915217,2.182713,1,-9.355457,-0.483603,0.04708,9.367949,GBPRPgrizy/JHKsW1W2,1,-0.011686325,1.535551,1.931584,1.13143,,,3.32693E+018,100.0986168,10.07491033,202.7111952,2.152554366,100.2058807,-13.00730911,0.864638587,5.677544753,-4.723675498,17.127628,17.946774,16.253815,0.072533,0.069367886,0.08851817,0.0876491,0.06901154,1.0875579,1.2541,1.6384,0.8191452,1.6929588,672.5808,0.6879,0.8738136,,,MARCS,4.7477,-1.373,905.1230981,14.167813,2653.965178,2.6443226,2498.230058,13.803098,,,2016,5024.54,,,0.000000134
Gaia DR3 3326934860654145280,0,949,0.216675,3.32693E+018,100.1288444,10.08012882,2.366865,0.261626,1.881573,7296.4,7951.86,8912.44,4.209187,4.295733,4.335886,-0.223413,-0.098522,0.211306,1.703316,1.716516,1.875932,2.013794,2.256381,1.343434,1.715609,2.004035,2.302603,2.606258,1,-9.92911,-0.724017,0.071405,9.955472,GBPRPgrizy/JHKsW1W2,0,0.007958293,1.717347,2.108158,1.216872,,,3.32693E+018,100.1288444,10.08012882,202.7201523,2.181413543,100.2359627,-12.99997049,0.464159775,1.043210269,-2.282165531,15.450297,15.93794,14.7850275,0.030376827,0.028817412,0.034765493,0.03546328,0.02994768,0.904667,2.0221,2.3259,0.4876423,1.1529121,1927.2534,1.0961,0.66526985,,,A,4.2477,-0.8796,5757.596246,18.781115,12440.21741,4.812554,9663.787019,16.726156,,,2016,9005.287,,,0.000000151
Gaia DR3 3326934860654146432,0,950,0.208996,3.32693E+018,100.1332438,10.07377784,1.731407,0.588548,1.72619,6282.56,6614.78,6630.17,3.709343,3.722242,3.735748,-0.097652,-0.031729,-0.006976,1.774635,1.972404,1.999042,2.060297,2.098309,2.503637,2.51703,2.727952,2.792265,3.039229,0.992188,-10.04248,-0.771776,0.076124,10.072093,GBPRPgrzy/JHKsW1W2,0,0.022698402,2.21836,2.794059,1.631453,,,3.32693E+018,100.1332438,10.07377783,202.727786,2.182366536,100.2408648,-13.00599403,0.513417958,3.010915814,-8.524798881,15.4538765,16.281143,14.529988,0.03594824,0.034073517,0.042245097,0.04290827,0.036277503,1.3129219,1.9212,2.4463,0.8272667,1.7511549,1068.1527,1.0692,0.9238882,,,MARCS,4.046,-1.5024,4197.197362,13.947455,12399.26765,9.189425,12222.58121,13.2446375,,,2016,6044.006,,,0.0000000443
Gaia DR3 3326934890716347264,0,951,0.211577,3.32693E+018,100.1381801,10.07965478,4.371831,0.765812,1.129126,5050.21,5850.57,5975.41,3.520127,4.355319,4.502538,-0.585567,-0.292003,-0.056948,1.035644,1.150461,1.652825,4.549679,7.851785,1.932724,2.153782,2.754416,2.9222,3.060608,0.53125,-9.723405,-0.638028,0.063142,9.744315,GBPRPgrizy/JHKsW1W2,10,0.07955289,2.197734,2.793487,1.639081,,,3.32693E+018,100.1381801,10.07965478,202.724775,2.189374129,100.2454066,-12.9997831,0.464011745,0.655211838,3.368092594,17.6607,18.553106,16.632889,0.13411559,0.13823847,0.17170855,0.16258933,0.13281284,1.4311627,1.2719,1.7279,0.89240646,1.9202175,602.9417,0.7051,1.027811,,,MARCS,4.6615,-3.9016,517.8147742,9.407361,1624.302694,4.7935166,1761.98643,17.510946,,,2016,4537.917,,,0.0000000967
Gaia DR3 3326934929373623680,0,952,0.227109,3.32693E+018,100.1189502,10.08631031,4.994629,0.940643,1.109919,5421.94,5536.32,5812.94,4.365456,4.471565,4.483947,0.031847,0.053517,0.471503,1.504136,1.536985,1.599626,2.067626,2.446372,1.708436,1.8224,1.958913,2.176284,2.450733,0.959961,-9.674542,-0.617123,0.060725,9.694205,GBPRPgrizy/JHKsW1W2,0,-0.000194,1.587874,2.001011,1.172891,,,3.32693E+018,100.1189502,10.08631031,202.7101969,2.175570527,100.2255357,-12.99450397,0.72725395,1.759042345,-3.5914499,17.602596,18.460022,16.69126,0.09713031,0.104258664,0.13782568,0.11889568,0.09093953,0.93029076,1.1543,1.537,0.8574257,1.7687626,639.7053,0.6303,0.9113369,,,PHOENIX,4.8487,-1.6257,564.1671529,11.15456,1713.593731,2.2784262,1669.762727,18.857353,,,2016,4737.7007,,,0.000000114
Gaia DR3 3326934959435826944,0,953,0.237764,3.32693E+018,100.1289238,10.10455186,3.909574,0.697029,1.182112,5874.41,6088.67,6490.24,4.095109,4.248155,4.487946,-0.705517,-0.260086,-0.045383,1.707027,1.99716,2.866955,3.647301,4.693609,1.922575,2.210824,2.37936,2.63442,2.799866,0.999023,-10.842968,-1.105493,0.109688,10.899178,GBPRPgrizy/JHKs,0,0.006134391,1.930929,2.433277,1.423441,,,3.32693E+018,100.1289238,10.10455186,202.6984448,2.192636831,100.2342433,-12.97560486,0.37946201,-0.935299555,0.616595983,18.127607,18.940504,17.233639,0.1319031,0.120592125,0.14215362,0.15211505,0.123898506,0.93744344,0.8031,1.0842,0.8128967,1.7068653,783.7975,0.4395,0.8939686,,,PHOENIX,4.6434,-2.4069,362.4227026,9.7436905,1056.583796,1.7921757,1013.218199,11.441302,,,2016,4409.7256,,,0.000000189
Gaia DR3 3326934963733351680,0,954,0.226315,3.32693E+018,100.135238,10.09489981,3.812723,0.631895,1.270236,6012.66,6369.89,6598.39,4.263076,4.338281,4.445453,-0.499499,-0.125228,0.093924,1.494747,1.64782,1.956983,2.226698,2.829811,2.383449,2.518573,2.820971,2.99102,3.220667,0.995117,-10.003938,-0.754969,0.074911,10.032385,GBPRPgrizy/JHKsW1W2,0,0.001483679,2.274559,2.876873,1.682972,,,3.32693E+018,100.135238,10.09489981,202.7098788,2.193759214,100.2413175,-12.98478559,0.396038281,-0.3052472,-2.142480511,17.545218,18.437933,16.612137,0.0971489,0.10202911,0.13175699,0.12080679,0.09362688,0.97709763,1.6012,2.1056,0.89271545,1.8257961,813.3806,0.8938,0.9330807,,,MARCS,4.681,-3.7143,575.7631748,12.019298,1806.589989,2.128783,1795.989703,7.410805,,,2016,5192.413,,,0.000000218
Gaia DR3 3326934993796622848,0,955,0.235557,3.32693E+018,100.0894476,10.07518328,3.537594,0.64428,1.161186,5387.48,6290.4,6448.82,3.828248,4.181979,4.462414,-0.550937,-0.353641,-0.10616,2.15576,2.386687,3.504812,4.713056,6.673441,1.720684,1.749585,2.356923,2.503009,2.794775,0.982422,-11.430897,-1.351966,0.131159,11.51057,GBPRPgrizy/JHKs,0,0.05304408,1.923367,2.417256,1.412101,,,3.32693E+018,100.0894476,10.07518328,202.7068255,2.14464809,100.1966188,-13.00768283,0.166769883,0.743536242,-0.628015911,18.184301,18.925802,17.276367,0.13975328,0.12962987,0.1525772,0.16115929,0.12770876,1.0442293,0.7061,0.943,0.74150085,1.649435,856.784,0.3877,0.9079342,,,MARCS,4.6751,-3.0297,367.3637527,12.190607,1002.827284,1.6357145,974.1173556,11.017209,,,2016,4438.6914,,,0.0000000506
Gaia DR3 3326934998093120128,0,956,0.233796,3.32693E+018,100.0898043,10.07316778,2.534186,0.211929,1.600787,7500.44,7998.47,8405.01,4.256156,4.313528,4.402188,-0.663662,-0.249547,-0.199727,1.50558,1.621137,1.842633,1.866628,2.031135,1.6365,1.842321,2.082122,2.218381,2.551069,0.52832,-9.8986,-0.710846,0.068936,9.92409,GBPRPgrizy/JHKsW1W2,0,0.028820634,1.781667,2.188852,1.263613,,,3.32693E+018,100.0898043,10.07316778,202.7087803,2.14403985,100.1971263,-13.00966805,0.669860135,-0.484619206,-1.948260369,15.643047,16.104103,14.966935,0.06480044,0.06111285,0.07774186,0.07644827,0.06417235,2.1868858,2.0473,2.345,0.46105576,1.1371679,2237.5828,1.1105,0.6761122,,,A,4.1795,-1.4637,4940.551261,15.595046,10416.63989,12.577321,8173.049526,28.850876,,,2016,9278.485,,,0.000000149
Gaia DR3 3326934998093124096,0,957,0.244311,3.32693E+018,100.0769593,10.07600496,0.745277,-0.027196,2.689391,9540.19,9788.38,10565.38,3.980747,4.002207,4.125166,-0.426815,-0.218271,0.114344,1.279461,1.392634,1.528432,1.692431,1.766763,1.687704,2.180118,2.247133,2.364013,2.422729,1,-9.609054,-0.589434,0.056916,9.627115,GBPRPy/JHKsW1W2,0,0.020466566,1.983638,2.403021,1.37464,,,3.32693E+018,100.0769593,10.07600496,202.7004734,2.134085671,100.1839713,-13.00774209,0.60787269,1.586737658,-1.732341705,13.650146,14.047162,13.045978,0.031238606,0.029425768,0.037374668,0.035987146,0.030573748,2.2035043,1.8423,2.0808,0.39701653,1.0011845,1519.5568,0.9979,0.60416794,,,A,3.93,-0.9836,32851.26616,46.084007,65296.28263,48.3801,47947.61735,27.368525,,,2016,9396.821,,,0.000000119
Gaia DR3 3326935028156372992,0,958,0.235278,3.32694E+018,100.097341,10.08116327,2.706484,0.5369,1.622183,6094.88,6653.39,7279.31,3.900494,4.022549,4.434277,-0.586729,-0.247929,0.052859,2.286754,2.854859,5.083635,6.291243,8.224946,1.788538,2.119696,2.515675,2.803984,3.211861,0.996582,-12.886359,-1.960831,0.191097,13.034689,GBPRPgrizy/J,0,-0.046567082,2.060726,2.585764,1.508108,,,3.32694E+018,100.097341,10.08116327,202.7050546,2.154293156,100.2041355,-13.00116212,0.303835216,0.294487694,0.032730947,18.298082,19.098814,17.484259,0.15082489,0.12939663,0.14900738,0.17598261,0.13556436,0.9516678,0.8258,1.0797,0.80073166,1.6145554,945.6666,0.4546,0.8138237,,,MARCS,4.9061,-2.6757,313.2503788,6.470776,903.0536666,1.458848,804.3672846,6.8069987,,,2016,4776.815,,,0.000000216
Gaia DR3 3326935028156375936,0,959,0.238751,3.32694E+018,100.0932658,10.08241987,3.412444,0.674288,1.35,5946.52,6308.87,6439.15,4.209387,4.254794,4.306834,0.023809,0.161587,0.288525,1.333744,1.341073,1.525813,1.54369,1.56795,1.550495,1.603766,1.87639,1.922741,2.034852,1,-9.606606,-0.588457,0.057277,9.624613,GBPRPgrizy/JHKsW1W2,0,0.008023143,1.554452,1.93842,1.129874,,,3.32694E+018,100.0932658,10.08241987,202.702102,2.151297914,100.199936,-13.00019586,0.622530746,-3.204890721,-1.596126083,15.884402,16.558662,15.075828,0.03576076,0.032784298,0.040737692,0.042323016,0.03757638,1.0201746,1.3995,1.7512,0.67426014,1.4828348,1109.9645,0.7661,0.8085747,,,MARCS,4.2342,-0.5026,3250.515891,12.437858,8340.378544,3.8803163,7393.109711,9.530282,,,2016,5940.523,,,0.000000133
Gaia DR3 3326935028156382848,0,960,0.233597,3.32694E+018,100.1064163,10.08574825,3.054363,0.633704,1.359741,6197.03,6247.37,6724.5,3.970066,4.005662,4.288153,-0.34395,-0.25457,-0.015605,1.793469,2.129051,2.657977,2.739449,3.548531,2.415869,2.59028,2.620397,2.846829,3.158398,0.973633,-10.650245,-1.025214,0.100381,10.699475,GBPRPgrizy/JHKs,0,0.004731059,2.119342,2.675896,1.565325,,,3.32694E+018,100.1064163,10.08574825,202.7050571,2.164335915,100.212945,-12.99594913,0.239562762,-0.769807488,1.063928409,17.296461,18.13419,16.389915,0.08480305,0.09229088,0.11938777,0.101997614,0.07913197,1.062914,1.1544,1.5266,0.8377285,1.7442741,974.5286,0.6389,0.90654564,,,MARCS,4.3746,-3.388,761.6249283,12.128597,2271.760186,2.302513,2203.899026,15.916901,,,2016,4796.6733,,,0.000000128
Gaia DR3 3326935028156383488,0,961,0.235168,3.32694E+018,100.1039738,10.08595024,2.967132,0.689736,1.526902,6060.61,6245.7,6881.87,3.922874,3.988773,4.147162,-0.276486,0.072961,0.260664,1.679519,1.883217,1.995418,2.265347,2.699963,1.987205,2.017475,2.10682,2.515341,2.54415,0.999512,-10.039488,-0.769617,0.075287,10.068943,GBPRPgrizy/JHKs,0,0.010204434,1.730465,2.167381,1.265143,,,3.32694E+018,100.1039738,10.08595024,202.7037781,2.16228897,100.2104686,-12.99591989,0.463532668,-3.943985258,-4.319606789,16.197767,16.935951,15.343977,0.046070263,0.04216918,0.05076358,0.054042455,0.043342814,1.005806,1.621,2.0489,0.738184,1.5919743,1183.0063,0.8894,0.8537903,,,MARCS,4.219,-0.5121,2296.339775,17.84923,6249.421259,3.9140787,5775.20426,11.924545,,,2016,5947.356,,,0.000000187
Gaia DR3 3326935028156383616,0,962,0.234659,3.32694E+018,100.1027938,10.08446762,2.925009,0.651718,1.452943,5656.2,6280.81,6331.73,3.908698,3.9698,4.071362,-0.259556,0.046166,0.245649,1.512141,1.531218,1.730965,1.982105,2.019179,1.627786,1.652752,2.182492,2.206314,2.307636,1,-9.795692,-0.667642,0.065258,9.818418,GBPRPgrizy/JHKs,0,0.011668921,1.790029,2.243754,1.309851,,,3.32694E+018,100.1027938,10.08446762,202.7045669,2.160578274,100.2093883,-12.9974819,0.507198542,-4.485889212,-4.472737958,15.90648,16.639551,15.05393,0.040716067,0.03594468,0.04303112,0.04836874,0.038453903,1.0286849,1.3054,1.6686,0.7330713,1.5856209,1064.8378,0.7196,0.85254955,,,MARCS,4.2053,-1.294,3017.14787,15.334476,8172.499626,4.3410606,7543.728595,17.546495,,,2016,5402.68,,,0.00000016
Gaia DR3 3326935028156392448,0,963,0.240174,3.32694E+018,100.1000594,10.08933424,3.773911,0.664684,1.3,5838.29,6267.36,6323.16,4.044202,4.337302,4.436761,-0.360226,0.028523,0.096786,1.546652,1.872853,2.415797,3.113545,3.140111,1.42242,1.670763,1.918184,1.975158,2.26523,0.999023,-10.427097,-0.93157,0.091069,10.468628,GBPRPgrizy/JHKsW1W2,0,0.02415967,1.585441,1.979326,1.154251,,,3.32694E+018,100.1000594,10.08933424,202.699004,2.16040629,100.206275,-12.99282053,0.325949254,-1.550082707,0.288263018,17.274654,17.939386,16.449627,0.07970261,0.08522731,0.11162487,0.0983386,0.07599839,0.9642892,0.9447,1.208,0.664732,1.4897594,822.1843,0.5229,0.82502747,,,MARCS,4.7923,-3.0253,911.30149,16.223928,2317.849694,2.418711,2085.965753,15.683161,,,2016,5152.6587,,,0.0000000979
Gaia DR3 3326935032452846592,0,964,0.241768,3.32694E+018,100.096674,10.08884081,5.489987,0.935218,0.859241,5149.41,5495.86,5563.39,4.560003,4.585318,4.62583,-0.478224,-0.336678,0.082679,0.61715,0.61929,0.63742,0.648242,0.667291,0.069418,0.228798,0.499148,0.521012,0.741167,1,-8.787636,-0.245789,0.023994,8.791072,GBPRPgzy/JHKsW1W2,1000,-0.005986333,0.42264,0.520685,0.30334,,,3.32694E+018,100.096674,10.08884081,202.6979198,2.157215874,100.2028994,-12.99355127,1.513760126,-3.355258626,-12.08284499,14.934755,15.434493,14.28193,0.023506349,0.021404464,0.026423642,0.027706591,0.023079498,0.93946373,0.0536,0.068,0.49973774,1.1525631,636.1832,0.0281,0.65282536,,,MARCS,4.5191,0.2292,9154.188221,18.321943,20000.68053,5.9717183,15359.82361,21.526674,,,2016,4886.1255,,,0.00000017
Gaia DR3 3326935062516134912,0,965,0.257872,3.32694E+018,100.0736791,10.09126827,3.837667,0.720306,1.3065,5773.33,6065.19,6487.48,4.068706,4.304107,4.411714,-0.409885,-0.037658,0.179369,2.059295,2.510403,3.225931,4.335988,4.491649,1.950731,2.20644,2.397361,2.748404,3.135502,0.990723,-11.174289,-1.243282,0.120359,11.243241,GBPRPgrizy/JHKsW1W2,0,0.013027072,1.943377,2.450324,1.433737,,,3.32694E+018,100.0736791,10.09126827,202.68541,2.138185496,100.1795465,-12.99274841,0.142384701,0.136761091,-0.478456431,18.32432,19.150476,17.413584,0.15164368,0.13932016,0.16799933,0.16804762,0.13796437,0.9760267,0.0443,0.0621,0.8261566,1.7368927,682.3699,0.0241,0.9107361,,,PHOENIX,4.8814,-0.7112,298.6941034,8.458818,881.4936398,1.8104758,858.4697441,10.623234,,,2016,3773.4915,,,0.000000204
