designation,num,id,_r,Source,RA_ICRS,DE_ICRS,GMAG0,BP-RP0,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,FlagPhoto,FlagOut,BP/RPCorr,AG50,ABP50,ARP50,,,source_id,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,azero_gspphot,bp_g,bp_rp,distance_gspphot,ebpminrp_gspphot,g_rp,grvs_mag,grvs_mag_error,libname_gspphot,logg_gspphot,mh_gspphot,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,Separation
Gaia DR3 3326935066812592768,0,966,0.248649,3.32694E+018,100.0820309,10.08615439,4.909929,0.789195,1.03947,5376.87,5844.56,6074.73,4.340244,4.509572,4.552752,-0.351246,-0.262987,0.181788,1.128352,1.324206,1.368994,1.863135,1.960732,1.908737,1.932902,2.302683,2.546713,2.606175,0.999512,-9.462123,-0.527795,0.051196,9.476831,GBPRPgrizy/JHKs,0,0.002820492,1.861808,2.350099,1.376549,,,3.32694E+018,100.0820309,10.08615439,202.6937212,2.143163916,100.1883386,-12.99726184,0.733565843,4.514076186,-1.360081185,17.453745,18.304821,16.542076,0.088357605,0.08421292,0.11419755,0.10974431,0.08066837,0.9628446,1.0672,1.4296,0.8510761,1.7627449,617.399,0.5787,0.9116688,,,PHOENIX,4.8083,-1.2726,650.8613215,8.91041,1965.39037,2.2621772,1915.699728,16.015203,,,2016,4607.365,,,0.000000159
Gaia DR3 3326935066812600704,0,967,0.259498,3.32694E+018,100.0656068,10.08635882,3.726159,0.778078,1.163805,5936.39,6009.31,6039.19,4.212172,4.217415,4.219902,0.107914,0.143362,0.181542,1.918852,1.927512,1.947331,1.977567,2.099911,1.56503,1.578001,1.618315,1.65955,1.896855,0.890625,-9.995429,-0.750534,0.072338,10.023567,GBPRPgrizy/JHKsW1W2,1,0.00134933,1.341344,1.671697,0.975258,,,3.32694E+018,100.0656068,10.08635882,202.686147,2.128872957,100.1717706,-12.99821261,0.30688107,-1.004247752,-2.217699448,16.514702,17.189728,15.715211,0.056358777,0.057457846,0.0756227,0.068795785,0.053666186,1.1296188,1.4419,1.7959,0.67502594,1.4745169,1078.8615,0.7959,0.7994909,,,A,4.472,-1.0504,1817.715388,11.776564,4667.299379,3.2641945,4102.739225,13.849697,,,2016,6045.6914,,,0.000000238
Gaia DR3 3326935135532050432,0,968,0.248418,3.32694E+018,100.1065753,10.10380591,3.204698,0.743869,1.250586,5405.16,5756.97,6169.33,3.707006,3.836134,3.999696,-0.688763,-0.535557,-0.401486,1.947622,2.179715,2.44157,2.57854,3.935042,2.530699,2.591286,2.860232,3.145036,3.595923,0.945801,-10.451001,-0.941109,0.092565,10.493289,GBPRPgrizy/JHKsW1W2,0,0.022039175,2.269887,2.893107,1.699213,,,3.32694E+018,100.1065753,10.10380591,202.6890531,2.172722953,100.2117778,-12.97792663,0.242418459,-2.064847027,-2.967188841,17.41293,18.362429,16.424665,0.09148061,0.11552892,0.15046111,0.10868465,0.09029957,1.0733842,1.8486,2.4682,0.94949913,1.9377632,696.722,1.0341,0.9882641,,,MARCS,4.643,-3.8698,617.227438,15.732784,2040.68159,2.4414856,2134.480297,8.0495205,,,2016,5129.076,,,0.000000215
Gaia DR3 3326935135532057088,0,969,0.243163,3.32694E+018,100.1010613,10.0937389,4.846834,0.785456,1.124353,5449.77,5758.61,5917.05,4.154682,4.405,4.543,-0.397605,0.033572,0.155856,1.743611,2.172896,2.350631,3.770962,3.845205,1.579998,1.601849,1.949963,2.054775,2.186401,0.976562,-10.367071,-0.906307,0.088731,10.406611,GBPRPgrizy/JHKsW1W2,0,0.1387937,1.589984,1.997976,1.169285,,,3.32694E+018,100.1010613,10.0937389,202.6955338,2.163295595,100.206961,-12.98835656,0.593896071,-1.234966191,0.759095907,18.292757,18.944338,17.33019,0.14134608,0.12971357,0.15673319,0.160441,0.13109119,0.9378636,0.9244,1.2073,0.6515808,1.6141472,945.569,0.5105,0.9625664,,,MARCS,4.8901,-3.215,361.1448539,12.084234,907.4949584,1.5431218,927.00541,12.12502,,,2016,4849.3364,,,0.0000000829
Gaia DR3 3326935165595366784,0,970,0.243333,3.32694E+018,100.1126913,10.10162743,5.619186,0.961031,0.891356,5181.66,5279.93,5621.2,4.524158,4.572263,4.620497,-0.255024,-0.214553,0.052153,0.949749,0.959148,0.997077,1.106075,1.270293,1.927649,2.031999,2.182379,2.446305,2.535109,1,-9.119219,-0.3844,0.037877,9.127316,GBPRPgrizy/JHKsW1W2,0,-0.000612,1.745755,2.214663,1.301554,,,3.32694E+018,100.1126913,10.10162743,202.6937445,2.177084411,100.2181011,-12.97966808,0.857947206,2.498049053,5.544139508,17.358583,18.284517,16.410378,0.08786258,0.094806604,0.11972726,0.113133766,0.09421412,1.0200236,1.3846,1.8563,0.92593384,1.8741398,568.2357,0.7566,0.94820595,,,PHOENIX,4.8078,-1.483,663.1475116,12.631384,2145.423546,2.6020432,2162.75465,9.817968,,,2016,4782.5796,,,0.0000000961
Gaia DR3 3326935169891787136,0,971,0.249349,3.32694E+018,100.109957,10.10704087,3.510787,0.563633,1.159531,6149.1,6387.2,6446.79,3.996753,4.135305,4.40626,-0.787585,-0.479084,-0.134607,1.254796,1.424085,1.883089,2.352657,2.455792,2.72365,2.828214,3.005754,3.056177,3.249745,0.999023,-9.936123,-0.725798,0.071538,9.962596,GBPRPgrizy/JHKsW1W2,0,0.058707952,2.411277,3.057976,1.790039,,,3.32694E+018,100.109957,10.10704087,202.6876948,2.177162153,100.2149477,-12.97446147,0.513680939,-0.902371072,-0.363145621,17.296417,18.146582,16.315012,0.08147807,0.09017357,0.11478796,0.102825,0.085517175,0.96143585,1.7466,2.293,0.8501644,1.8315697,772.8796,0.9773,0.98140526,,,MARCS,4.6249,-3.8116,752.9811902,8.330537,2271.850625,2.6234112,2361.312421,11.104657,,,2016,5319.4214,,,0.000000182
Gaia DR3 3326935199955104512,0,972,0.254276,3.32694E+018,100.0920908,10.10106833,3.47358,0.630988,1.471569,6004.59,6306.34,6954.69,4.084615,4.130845,4.401276,-0.521243,-0.196607,-0.025588,2.235194,2.568459,3.467539,4.311627,6.311701,2.233832,2.26261,2.520584,2.882383,3.461227,0.865234,-11.397018,-1.336356,0.130619,11.475098,GBPRPgrizy/JHKs,0,0.04715228,2.047599,2.579539,1.507782,,,3.32694E+018,100.0920908,10.10106833,202.6849721,2.158787056,100.1973827,-12.98167793,0.016297619,-0.258086754,-0.123913726,18.221306,19.00186,17.299114,0.1564558,0.14346428,0.1711222,0.18106247,0.14792141,1.1127207,1.1468,1.5268,0.7805538,1.7027454,786.3447,0.6304,0.9221916,,,PHOENIX,4.9012,-2.3562,342.5095613,16.695024,969.2249002,1.6545712,953.9219272,13.185407,,,2016,4788.1387,,,0.0000000338
Gaia DR3 3326935199955117184,0,973,0.259145,3.32694E+018,100.0925269,10.10737446,3.839531,0.6983,1.391199,5824.04,6084.54,6230.89,3.859014,4.287046,4.442757,-0.309275,-0.238414,-0.022216,1.572895,1.713265,2.42929,4.145693,4.401588,2.83638,2.854135,3.055761,3.190998,3.422235,0.427734,-10.439851,-0.936011,0.091647,10.481727,GBPRPgrizy/JHKs,0,0.13036191,2.430363,3.095167,1.815497,,,3.32694E+018,100.0925269,10.10737446,202.6795546,2.162049438,100.1973592,-12.97535725,0.1739949,-0.246839387,-0.512176527,18.197319,19.098553,17.120583,0.17101504,0.16360539,0.19837064,0.1886041,0.15796615,1.1621913,1.2921,1.7902,0.9012337,1.9779701,633.5142,0.7099,1.0767365,,,PHOENIX,4.6198,-2.3857,313.3256068,8.310615,990.8747729,2.716759,1124.411723,15.142141,,,2016,4348.6196,,,0.0000000746
Gaia DR3 3326935204251531136,0,974,0.255071,3.32694E+018,100.0952245,10.10426197,1.498325,1.265121,1.162583,4634.6,4644.08,4847.07,2.676933,2.782054,2.811508,-0.297082,0.004033,0.101152,2.183071,2.205819,2.267675,2.67627,2.696345,1.981707,2.016119,2.035242,2.310502,2.514083,1,-10.290777,-0.873885,0.085587,10.327815,GBPRPgry/JHKs,0,0.001125574,1.607872,2.051779,1.210592,,,3.32694E+018,100.0952245,10.10426197,202.6835393,2.16299024,100.200306,-12.97827177,0.379592429,0.729594171,-1.21974454,14.884101,15.964596,13.858289,0.023876866,0.022523908,0.028020587,0.0275209,0.023342554,1.1092216,1.9505,2.652,1.0804949,2.106307,1514.3461,1.0558,1.0258121,13.412892,0.05040025,MARCS,3.1729,-0.1837,5617.959557,11.768158,20955.89911,9.213928,22690.42355,24.566683,55.971077,3.7715633,2016,4965.2617,,,0.000000034
Gaia DR3 3326935204251532800,0,975,0.254189,3.32694E+018,100.094292,10.10252811,3.648271,0.817492,0.95135,5314.2,5662.68,5670.45,3.937,3.941554,3.962942,-0.545739,-0.52394,-0.033401,0.663067,0.687279,0.689738,0.695444,0.700415,1.647229,1.666765,2.011457,2.018622,2.190675,1,-8.835928,-0.265814,0.026013,8.839926,GBPRPgy/JHKs,0,0.001782179,1.633136,2.056569,1.204668,,,3.32694E+018,100.094292,10.10252811,202.6846632,2.161381589,100.1994936,-12.98006687,1.441982589,-1.677924804,-3.508985314,14.474826,15.267885,13.598493,0.0199332,0.018647028,0.02336506,0.022846457,0.019366281,1.0127723,,,0.79305935,1.6693926,,,0.87633324,,,,,,10672.41663,63.19593,30550.37726,45.207806,28824.44773,90.85591,,,2016,,,,0.000000124
Gaia DR3 3326935234313735296,0,976,0.251709,3.32694E+018,100.1177184,10.11436542,4.04336,0.728859,1.263909,5960.42,6133.78,6951.06,4.30139,4.373562,4.418426,-0.173117,0.057075,0.07671,2.618031,2.624228,2.829411,3.747269,6.540822,2.007524,2.02249,2.18948,2.595708,2.977439,0.927246,-10.808629,-1.090393,0.107988,10.86349,GBPRPgrizy/JHKsW1W2,0,0.017610788,1.788984,2.246512,1.31276,,,3.32694E+018,100.1177184,10.11436542,202.6846663,2.187304794,100.2222296,-12.96660806,0.31988858,-0.369330452,-1.565904188,18.090824,18.86644,17.203829,0.13737223,0.12837853,0.15429762,0.15796322,0.13024895,1.0589318,1.1705,1.5319,0.7756157,1.662611,928.4294,0.6451,0.8869953,,,MARCS,4.8229,-2.4853,388.0085492,9.177703,1092.99285,1.6484503,1041.421665,18.374561,,,2016,4961.951,,,0.000000128
Gaia DR3 3326935234314871552,0,977,0.260867,3.32694E+018,100.0998158,10.11432803,7.706339,1.681878,0.652967,4100.09,4119.82,4137.03,4.631613,4.687983,4.699925,-0.209412,-0.060667,0.070655,0.567919,0.64497,0.664055,0.718047,0.718047,0.22526,0.304751,0.368348,0.393391,0.401044,1,-8.812281,-0.255829,0.025163,8.815993,GBPRPgrizy/JHKs,1001,-0.005581141,0.301288,0.377336,0.222156,,,3.32694E+018,100.0998158,10.11432803,202.6766442,2.171608978,100.2041933,-12.96790804,1.657643625,-0.168755442,-1.815973742,17.118647,18.024525,16.187466,0.07497248,0.078870825,0.100986145,0.08910611,0.075778596,0.9500175,0.3565,0.4964,0.90587807,1.837059,628.0271,0.194,0.93118095,,,MARCS,4.6789,-0.0375,842.5726463,10.182874,2676.011439,2.5927207,2655.658888,12.258033,,,2016,4062.2312,,,0.0000000423
Gaia DR3 3326935238611258240,0,978,0.255418,3.32694E+018,100.1125742,10.11571384,4.331109,0.792646,1.14302,5684.22,5949.35,6110.32,4.370691,4.400738,4.451657,-0.262644,0.082808,0.361301,0.777068,0.792604,0.840933,0.871135,0.889899,1.644474,1.733761,1.990619,2.100086,2.163025,1,-8.975336,-0.32403,0.032038,8.981183,GBPRPgrizy/JHKsW1W2,0,0.007704377,1.628895,2.043512,1.194593,,,3.32694E+018,100.1125742,10.11571384,202.6811513,2.183415412,100.2169471,-12.96562616,1.152670482,-1.178706209,-3.520458035,15.58381,16.354612,14.713048,0.033683088,0.03091295,0.03880725,0.038871016,0.032383658,0.95952064,1.692,2.1445,0.7708025,1.6415644,756.7933,0.9291,0.8707619,,,MARCS,4.3299,-0.5244,3922.579082,18.007738,11000.76228,7.152557,10326.16305,22.521414,,,2016,5964.175,,,0.0000000458
Gaia DR3 3326935303033958528,0,979,0.17418,3.32694E+018,100.2106387,10.06673023,1.703919,0.363474,1.867611,7178.85,7542.15,8205.74,3.760508,4.036828,4.244832,-0.440961,-0.249845,0.2875,2.219707,2.504419,3.404457,4.898651,4.983388,3.356563,3.370549,3.602995,3.891765,4.354633,0.976074,-11.336746,-1.316562,0.133477,11.412938,GBPRPgrizy/JHKsW1W2,0,0.001211524,2.913737,3.684126,2.147553,,,3.32694E+018,100.2106387,10.06673023,202.7688806,2.246943969,100.3193919,-13.00752921,0.168827946,0.093845591,-2.589332664,17.277895,18.219341,16.319294,0.087185614,0.08665027,0.11311807,0.10500733,0.082381375,1.066888,,,0.9414463,1.9000473,,,0.958601,,,,,,704.1744953,19.86255,2310.939326,2.3707283,2352.016956,10.397476,,,2016,,,,0.000000137
Gaia DR3 3326935376051066880,0,980,0.18819,3.32694E+018,100.1971341,10.07809453,3.168845,0.563555,1.482512,6039.95,6765.94,7609.49,4.127144,4.191812,4.328113,-0.423687,-0.096794,0.184866,2.169546,2.211471,2.397478,2.881234,3.363389,2.53138,2.549178,2.989557,3.365267,3.503486,0.989258,-10.409224,-0.926526,0.093719,10.450377,GBPRPgrizy/JHKsW1W2,0,0.01238656,2.42053,3.056129,1.78479,,,3.32694E+018,100.1971341,10.07809453,202.7526871,2.240301978,100.3049378,-12.99715629,0.189433815,0.513960017,2.061684062,17.488173,18.383833,16.548939,0.09464502,0.097220175,0.124718875,0.119415134,0.08971764,1.0653588,1.879,2.435,0.8956604,1.8348942,836.7404,1.0522,0.9392338,,,MARCS,4.722,-3.4296,605.1785652,15.005587,1904.048964,2.5683837,1903.630057,16.772017,,,2016,5653.8916,,,0.0000000404
Gaia DR3 3326935474832652288,0,981,0.189435,3.32694E+018,100.2067656,10.08152692,5.097549,0.911647,0.967939,5644.17,5653.86,6105.95,4.422205,4.530985,4.591495,-0.512371,-0.26396,-0.233039,1.417091,1.483537,1.760044,2.328749,2.6204,2.516768,2.643554,2.650739,3.016167,3.105355,0.914551,-9.821815,-0.680215,0.069108,9.845342,GBPRPgrizy/JHKsW1W2,0,-0.004530311,2.111223,2.685489,1.577091,,,3.32694E+018,100.2067656,10.08152692,202.7539634,2.250305957,100.3143897,-12.99304722,0.602196855,-1.183942949,-1.78222832,18.43642,19.471767,17.451723,0.16322792,0.15668182,0.18448076,0.20577112,0.15762635,1.0183479,0.6001,0.8575,1.035347,2.0200443,567.2022,0.3249,0.98469734,,,PHOENIX,4.3743,-1.7882,222.1825808,10.318638,795.0209783,1.704219,828.8364273,9.690652,,,2016,3744.2615,,,0.000000162
Gaia DR3 3326935509192392320,0,982,0.197868,3.32694E+018,100.2176378,10.09185943,2.881871,0.593799,1.716795,6102.31,6640.27,7196.63,3.959681,4.112609,4.306492,0.028858,0.228962,0.482282,2.037984,2.080539,2.549917,3.533773,3.670271,3.095518,3.126549,3.52519,3.866456,3.922294,0.989746,-10.549705,-0.985296,0.100756,10.595617,GBPRPgrizy/JHKsW1W2,0,-0.01622653,2.801369,3.57134,2.091604,,,3.32694E+018,100.2176378,10.09185943,202.7496532,2.264546393,100.3245786,-12.98196709,0.189075718,1.354957503,0.715296634,17.71587,18.787956,16.71442,0.10381977,0.110008076,0.13725732,0.13210198,0.1071897,0.9660631,1.9984,2.6924,1.0720863,2.073536,679.3927,1.109,1.0014496,,,PHOENIX,4.7479,-2.0646,417.0947518,13.409088,1543.826801,2.2087262,1634.51811,15.088104,,,2016,5147.445,,,0.000000185
Gaia DR3 3326935547849208576,0,983,0.191846,3.32694E+018,100.1722374,10.07394723,2.022775,0.174226,2.12029,7069.97,8290.96,10452.99,4.058969,4.257626,4.346095,-0.547451,-0.180657,0.074379,1.625278,1.64718,1.83118,2.048978,2.125333,2.1039,2.127729,2.754544,3.145911,3.17842,1,-9.887511,-0.707465,0.070825,9.912788,GBPRPgrizy/JHKsW1W2,10,0.01695633,2.322241,2.875727,1.663035,,,3.32694E+018,100.1722374,10.07394723,202.7451797,2.216599716,100.2801532,-13.00306224,0.494548802,-1.097399266,-0.17286984,15.658671,16.269115,14.882197,0.037907418,0.034173883,0.038617447,0.04221641,0.035547677,1.0913558,2.4957,2.9253,0.61044407,1.3869181,4470.2344,1.3631,0.776474,,,A,3.6118,-0.1579,4243.954656,23.537071,10267.81964,4.2266455,8836.476177,15.658791,,,2016,8904.035,,,0.000000146
Gaia DR3 3326935612270852608,0,984,0.198792,3.32694E+018,100.1631416,10.0777226,1.981178,1.042433,1.214579,4854.24,5041.93,5294.68,2.828099,3.245402,3.420555,-0.675703,-0.311205,-0.077746,2.805702,4.032494,5.156805,7.768531,11.362714,3.093647,3.182841,3.442821,3.624387,3.695598,0.946289,-12.952498,-1.991691,0.19889,13.104733,GBPRPgrizy/JHKsW1W2,0,-0.01875782,2.639713,3.423804,2.023921,,,3.32694E+018,100.1631416,10.0777226,202.7377261,2.210356093,100.2707067,-12.99994208,0.135300501,-1.718023431,-1.203239344,18.182795,19.517675,17.07536,0.13875818,0.1278789,0.14548029,0.17711996,0.13871312,1.0362427,1.8315,2.6695,1.3348808,2.442316,618.6819,1.0015,1.1074352,,,PHOENIX,4.4853,-0.9576,212.9840587,14.26119,1004.219537,1.4926023,1172.234217,10.782836,,,2016,4045.5269,,,0.0000000274
Gaia DR3 3326935680991083776,0,985,0.200058,3.32694E+018,100.1994415,10.09084942,3.12213,1.03616,1.178424,4927.11,5245.89,5914.13,3.512333,3.699127,4.011558,-0.484581,0.047476,0.096585,1.186367,1.377731,2.117799,2.538168,2.615516,3.115453,3.126378,3.461483,4.077534,4.090291,0.960449,-10.151642,-0.818086,0.083076,10.184552,GBPRPgrizy/JHKsW1W2,0,-0.00905335,2.666184,3.450487,2.037215,,,3.32694E+018,100.1994415,10.09084942,202.7423681,2.248146036,100.3063169,-12.98427056,0.652601386,0.527411812,-6.787830333,17.417738,18.750216,16.300783,0.09009741,0.09483593,0.12002159,0.1144467,0.08650355,1.001713,2.3583,3.309,1.3324776,2.4494324,663.4302,1.3023,1.1169548,,,PHOENIX,4.3595,-1.3736,431.8480026,11.05481,2031.661662,2.608763,2392.461776,11.065934,,,2016,4694.364,,,0.000000104
Gaia DR3 3326935715350824448,0,986,0.211615,3.32694E+018,100.1997957,10.10275839,3.980112,0.739513,1.473467,5875.41,6079.02,6498.66,4.190442,4.359345,4.443821,-0.144932,0.156334,0.19852,1.349089,1.417538,1.729585,2.360909,3.422342,3.070653,3.281217,3.434288,3.74408,4.054864,0.973633,-9.794002,-0.667829,0.068021,9.816744,GBPRPgrizy/JHKsW1W2,0,0.018543363,2.70114,3.46027,2.032511,,,3.32694E+018,100.1997957,10.10275839,202.7319237,2.253892944,100.3057905,-12.97236753,0.380442989,-4.139077952,0.344630743,17.87096,18.979856,16.812584,0.11450687,0.11782388,0.1465721,0.14129792,0.10952114,1.0516033,,,1.1088963,2.1672726,,,1.0583763,,,,,,349.5217777,17.787783,1338.329398,1.9729655,1493.223045,15.774114,,,2016,,,,0.0000000545
Gaia DR3 3326935754007637504,0,987,0.214242,3.32694E+018,100.1821507,10.10103559,0.445297,1.119876,1.159937,4662.88,4761.29,4774.23,2.385724,2.401484,2.407713,-0.099513,-0.095338,-0.001733,4.251715,5.287548,5.33895,5.622128,8.323,3.915359,4.069375,4.201835,4.224548,4.389984,0.985352,-13.12071,-2.060954,0.208456,13.281588,GBPRPgrizy/JHKsW1W2,0,-0.002502918,3.133028,4.123576,2.446764,,,3.32694E+018,100.1821507,10.10103559,202.7255209,2.237650986,100.2881383,-12.97534044,0.084796651,-1.543767354,-1.570113298,17.215605,18.804493,16.007805,0.08251955,0.08430598,0.10330511,0.10251409,0.08055866,1.0256279,,,1.5888882,2.796688,,,1.2077999,,,,,,410.7897423,15.085655,2447.400666,3.0229263,3133.549874,12.580712,,,2016,,,,0.000000183
Gaia DR3 3326935788367374336,0,988,0.222411,3.32694E+018,100.196602,10.1131261,2.099732,0.377758,1.756854,6896.78,7573.74,7847.45,3.982966,4.062357,4.132703,-0.132678,-0.102481,0.274329,1.536504,1.614061,1.732609,2.020355,2.39377,2.711904,2.910295,3.166588,3.294432,3.503941,1,-9.79691,-0.668698,0.068198,9.819705,GBPRPgrizy/JHKsW1W2,0,0.006768107,2.596344,3.259412,1.896112,,,3.32694E+018,100.196602,10.1131261,202.7212557,2.255828547,100.3018036,-12.96225416,0.51633936,-1.151503576,-2.237468411,15.889579,16.72357,14.982512,0.03763463,0.036458027,0.04430932,0.04501513,0.036510777,0.9988725,3.0501,3.6911,0.83399105,1.7410574,1259.2168,1.6735,0.90706635,,,A,4.3121,-1.3149,2792.473497,21.289326,8300.711042,4.1937833,8056.624253,14.683192,,,2016,9002.184,,,0.00000019
Gaia DR3 3326935788367374464,0,989,0.218132,3.32694E+018,100.1960184,10.10861731,3.081123,0.609592,1.442948,6510.32,6579.52,7035.16,4.099238,4.206,4.222459,-0.252532,0.177732,0.292973,0.946607,0.975633,1.002079,1.075859,1.180282,2.954915,3.197051,3.255541,3.485364,3.724317,1,-9.123572,-0.386812,0.039398,9.131768,GBPRPgrizy/JHKsW1W2,0,0.006622791,2.604036,3.30818,1.936169,,,3.32694E+018,100.1960184,10.10861731,202.7250079,2.253259076,100.30155,-12.96679268,0.903117088,-3.45650348,-3.729572018,15.68967,16.680933,14.699329,0.034716986,0.03397503,0.041036133,0.04315634,0.034763403,0.97536033,2.967,3.75,0.9912634,1.9816036,945.5742,1.6392,0.99034023,,,MARCS,4.1922,-0.8948,2904.313353,11.184563,9978.816497,6.504754,10457.46382,19.141766,,,2016,7463.3345,,,0.0000000654
Gaia DR3 3326935818430038272,0,990,0.20093,3.32694E+018,100.2478222,10.09665788,2.551546,0.41856,1.7789,6954.83,7454.21,7865.08,4.12568,4.204624,4.303845,-0.41109,0.2233,0.394651,1.075951,1.098678,1.240166,1.448784,1.534247,4.060313,4.432039,4.642578,4.853177,4.941232,0.999023,-9.342691,-0.47938,0.049623,9.354981,GBPRPgrizy/JHKsW1W2,0,-0.002021909,3.635597,4.674816,2.737101,,,3.32694E+018,100.2478222,10.09665788,202.7589551,2.293177601,100.3546374,-12.97502629,0.735770053,0.354167686,-3.639140842,16.654541,17.913801,15.557526,0.061850917,0.061783843,0.08035008,0.07660582,0.06418466,1.0927954,3.5337,4.6264,1.2592602,2.3562756,1092.8016,1.9564,1.0970154,,,PHOENIX,4.2845,-0.1724,933.0323777,16.622673,4103.27307,3.2192798,4744.036992,13.511095,,,2016,7284.553,,,0.000000155
Gaia DR3 3326935822727111168,0,991,0.20633,3.32694E+018,100.2422403,10.10207506,2.341886,0.346651,1.725967,6818.61,7613.42,8270.73,4.163452,4.200662,4.303476,-0.115246,-0.005591,0.260674,1.099671,1.181548,1.265738,1.422147,1.472298,4.116989,4.263671,4.650988,4.885205,5.003238,1,-9.366319,-0.489117,0.050592,9.379081,GBPRPgrizy/JHKsW1W2,0,0.000657,3.65325,4.690753,2.744365,,,3.32694E+018,100.2422403,10.10207506,202.751621,2.290760413,100.3486094,-12.97002237,0.725110387,-1.551090984,-0.907214329,16.506855,17.718637,15.425598,0.05728621,0.05594496,0.0736398,0.07130583,0.058765765,1.0106733,3.8051,4.8579,1.2117825,2.2930393,1082.5558,2.1142,1.0812569,,,A,4.2488,-1.3418,1116.76459,19.739937,4701.156067,3.8775852,5356.966317,14.769688,,,2016,8321.604,,,0.0000000321
Gaia DR3 3326935852789778688,0,992,0.211384,3.32694E+018,100.2581728,10.10670535,3.105034,0.880232,1.441017,5166.05,5468.08,5589.99,3.586148,3.857841,3.883214,-0.201518,0.07917,0.094454,1.912016,2.177719,2.383528,3.415622,4.819172,3.635886,3.647725,3.97454,4.00971,4.550771,0.996094,-10.396235,-0.921168,0.095939,10.436965,GBPRPgrizy/JHKsW1W2,0,0.01734984,3.034119,3.946353,2.330438,,,3.32694E+018,100.2581728,10.10670535,202.7546621,2.306830091,100.3643175,-12.964265,0.230633496,-0.587594585,-0.895874171,18.025253,19.371742,16.875595,0.14318202,0.1324742,0.14851078,0.17495374,0.14911447,0.9447489,1.9309,2.8064,1.346489,2.4961472,610.935,1.055,1.1496582,,,PHOENIX,4.4663,-0.9011,243.6239116,8.550961,1161.03587,2.0425053,1409.030563,14.287133,,,2016,4115.904,,,0.000000194
Gaia DR3 3326935852789779072,0,993,0.21248,3.32694E+018,100.2564703,10.10790414,4.354332,0.758847,1.087472,5900.43,5947.54,6145.8,4.361443,4.403284,4.467146,-0.220347,0.045635,0.073839,0.994509,1.11684,1.192657,1.253785,1.255855,2.834157,2.954336,3.013008,3.151543,3.19608,0.999512,-9.298956,-0.460894,0.047986,9.31037,GBPRPgrizy/JHKsW1W2,0,0.005373836,2.391505,3.048487,1.789341,,,3.32694E+018,100.2564703,10.10790414,202.7528291,2.305885887,100.3625128,-12.96319121,0.940225419,0.213090972,-7.865687537,17.128414,18.145212,16.12722,0.07963914,0.08025171,0.10242636,0.09575106,0.079266675,0.9543605,1.6241,2.2135,1.016798,2.017992,576.7299,0.8786,1.001194,,,MARCS,4.6467,-0.4275,753.9314788,12.985183,2652.04408,3.096713,2807.176941,18.070324,,,2016,4733.993,,,0.0000000859
Gaia DR3 3326935887149515776,0,994,0.203668,3.32694E+018,100.2296305,10.09890318,6.795425,1.352879,0.7,4539.94,4599.22,4688.77,4.647355,4.652025,4.677432,-0.189441,-0.12152,-0.109596,0.618694,0.703597,0.7218,0.724996,0.724996,0.342958,0.34804,0.371964,0.568652,0.679596,1,-8.865124,-0.278893,0.028694,8.86951,GBPRPgrizy/JHKsW1W2,1001,-0.011201739,0.308464,0.383764,0.225045,,,3.32694E+018,100.2296305,10.09890318,202.7487748,2.278266806,100.3361396,-12.9740864,1.630783098,37.99160511,-18.40891775,16.395973,17.10381,15.592211,0.052607097,0.05836468,0.07255089,0.069503665,0.055746373,1.0171407,0.0915,0.1226,0.70783615,1.5115986,627.7065,0.0485,0.80376244,,,MARCS,4.6491,-0.1028,1967.403093,11.716383,5206.635015,3.714308,4594.878768,13.530612,,,2016,4282.9165,,,0.0000000805
