designation,num,id,ra,RA_ICRS,dec,DE_ICRS,GMAG0,BP-RP0,ecl_lon,ecl_lat,parallax,pmra,pmdec,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,_r,mass16,mass50,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,BP/RPCorr,AG50,ABP50,ARP50,Separation,AB50-AR50,GMAG0-desc,BP-RP0-desc,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error_x,dec_x,dec_error_x,parallax_x,parallax_error_x,parallax_over_error,pm,pmra_x,pmra_error_x,pmdec_x,pmdec_error_x,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
Gaia DR3 5486011553099475200,1,70,112.7373538,112.7373538,-57.99106667,-57.99106667,1.758236,0.207037,151.503535,-76.51969072,4.077014406,-11.80822912,24.91759179,0.01286099,0.01396261,0.013609448,0.017172737,0.018237446,,,2016,7774.57666,,,1.23E-4,1.529106,1.824255,1.932475,7806.59,8035.0,8470.84,4.0171,4.097983,4.122518,-0.516999,-0.027386,0.286285,0.241586,0.242013,0.242919,0.24463,0.244969,0.061743,0.112274,0.200882,0.371671,0.498034,1.0,-8.201328,-0.231284,-0.074268,8.204589,-0.001859903,0.182828,0.217716,0.124315,1.0E-7,0.093401,1.718596,0.199502,112.73745276631,-57.99117741269,2.954E-4,2.751E-4,7.81,5486011553099475200,112.73735375484,0.0129,-57.99106666788,0.014,4.077,0.0136,299.5723,27.574,-11.808,0.017,24.918,0.018,320,1.3684,1097.02,0.131,23.98,31,,,26,1.054,false,5340700.0,1531.59,8.868371,3525960.0,1922.38,8.970349,2698940.0,8.669911,1.166,0.300438,,,0,,,,,471049415,,0.002773,0.002852,0.003894,8.868371,0.002773,5340700.0,-0.002,0.2755,0.295,0.0192,0.441139
Gaia DR3 5491664348536447744,1,71,109.1759302,109.1759302,-53.43694852,-53.43694852,2.19825,0.474245,134.8455648,-73.89068433,4.01474116,-10.12525398,6.366767704,0.013335241,0.012960561,0.014153783,0.017003236,0.01500766,16.82529449,0.68313998,2016,7089.685059,15.5837698,3.973137856,5.3E-5,1.672486,1.754537,1.832885,7526.29,7618.03,7887.78,4.160786,4.192253,4.216895,-0.013437,0.293879,0.411185,0.245326,0.246293,0.248069,0.249222,0.249638,-0.003956,0.001128,0.013563,0.123585,0.250444,1.0,-8.222844,-0.234908,-0.076385,8.226199,-0.016821146,0.012302,0.014668,0.00839,1.89E-7,0.006278,1.700979,0.196527,109.17600571364,-53.43697681891,2.7E-4,2.424E-4,88.62,5491664348536447744,109.17593017111,0.0133,-53.43694852215,0.013,4.0147,0.0142,283.6515,11.961,-10.125,0.017,6.367,0.015,246,-1.6224,479.19,0.093,9.788,31,,,22,0.926,false,3995590.0,1391.09,9.183414,2437420.0,6936.5,9.371215,2202330.0,8.890692,1.161,0.480523,20.64,0.75,3,4750.0,4.5,,,471448612,,0.002781,0.004163,0.006755,9.183414,0.002781,3995590.0,-0.017,0.27,0.2424,0.0052,0.191322
Gaia DR3 3051821005392580992,1,72,108.6087184,108.6087184,-7.577018847,-7.577018847,2.372011,0.302377,111.3440429,-29.64783479,4.757767361,-10.69954011,-3.87514914,0.01411994,0.013590005,0.01674561,0.01660271,0.014607145,,,2016,7907.997559,,,5.1E-5,1.477026,1.659224,1.715064,7721.64,7849.95,8322.38,4.203593,4.279122,4.290633,-0.330426,6.04E-4,0.10384,0.206895,0.208032,0.209012,0.210436,0.212091,-0.052099,-0.026592,0.027089,0.203621,0.317199,1.0,-8.354541,-0.140599,0.005905,8.355724,-0.0050596,0.024691,0.029375,0.016777,1.62E-7,0.012598,1.699449,0.169605,108.60876638668,-7.57700162396,2.663E-4,2.363E-4,86.41,3051821005392580992,108.6087184143,0.0141,-7.57701884684,0.0136,4.7578,0.0167,284.1203,11.38,-10.7,0.017,-3.875,0.015,233,-3.9807,444.17,0.086,7.859,31,,,17,0.818,false,4741580.0,1638.56,8.99756,3105780.0,3980.69,9.108117,2409360.0,8.793141,1.163,0.314976,,,0,,,,,63465481,413050370,0.002781,0.003118,0.004532,8.99756,0.002781,4741580.0,-0.005,0.2662,0.2365,0.015,0.182123
Gaia DR3 3108688640134891648,1,73,105.1002449,105.1002449,-3.011192715,-3.011192715,-1.485063,-0.085556,106.7627603,-25.57602625,1.003367709,1.006059662,-1.349362503,0.026037604,0.027332298,0.032019611,0.030553566,0.027613956,6.857038021,3.650198936,2016,9999.313477,,,7.0E-6,3.742931,3.817822,4.174787,9982.84,10342.15,11872.16,3.418484,3.430455,3.577726,-0.078678,0.228153,0.410506,0.872207,0.907063,0.9783,1.029448,1.047126,0.143262,0.147787,0.193822,0.330888,0.451967,1.0,-8.985009,-0.583712,0.010562,9.00395,0.005509377,0.185207,0.21579,0.121408,1.39E-7,0.094382,1.688862,0.163139,105.10024039214,-3.0111867179,5.065E-4,4.318E-4,116.99,3108688640134891648,105.1002448697,0.026,-3.01119271506,0.0273,1.0034,0.032,31.336,1.683,1.006,0.031,-1.349,0.028,214,2.3069,1474.2,0.23,54.55,31,,,16,1.113,false,6515460.0,3422.95,8.652504,4768650.0,6000.49,8.642553,2790410.0,8.633727,1.16,0.008826,,,0,,,104381051000506898,,65939184,435050736,0.002814,0.003107,0.003973,8.652504,0.002814,6515460.0,0.006,0.4921,0.4482,-0.1285,0.026995
Gaia DR3 5608296625002735488,1,74,103.7909371,103.7909371,-30.06222393,-30.06222393,2.364781,0.38068,109.8366436,-52.55599284,2.520236566,-7.931030346,-2.536214349,0.008767732,0.01085097,0.012793556,0.012490791,0.015328527,-4.7096634,1.1434023,2016,7570.846,26.224747,8.4009075,3.7E-5,1.598313,1.673064,1.745595,7422.35,7549.38,7870.66,4.196238,4.21701,4.239499,-0.023939,0.196421,0.306743,0.386665,0.387998,0.39263,0.39568,0.398138,-0.053723,-0.016194,0.067593,0.20318,0.268331,1.0,-8.388642,-0.333747,-0.084768,8.395279,-0.008595586,0.0611,0.072972,0.041774,1.49E-4,0.031198,1.670991,0.158848,103.79097787541,-30.06221266053,2.481E-4,1.995E-4,172.27,5608296625002735488,103.79093714778,0.0088,-30.0622239326,0.0109,2.5202,0.0128,196.9927,8.327,-7.931,0.012,-2.536,0.015,441,-1.0475,1181.28,0.099,15.35,31,,,27,0.964,false,1308060.0,631.272,10.395801,824636.0,1826.74,10.547887,699447.0,10.136008,1.165,0.411879,,,0,,,,,32988499,,0.002805,0.003684,0.00395,10.395801,0.002805,1308060.0,-0.009,0.2005,0.2473,-0.0585,0.133366
Gaia DR3 5569272208551498368,1,75,98.93746814,98.93746814,-43.07472335,-43.07472335,1.699449,0.320996,106.2086986,-66.01186096,3.14616627,-13.81752274,3.233791908,0.012791625,0.013999609,0.014599558,0.016126394,0.01704058,,,2016,7501.9893,,,6.3E-5,1.790758,1.813655,1.912,7566.59,7648.47,7854.16,4.007544,4.025608,4.048,-0.019348,0.082515,0.392604,0.31005,0.311357,0.315014,0.315745,0.31846,0.011427,0.056087,0.136009,0.221006,0.417267,1.0,-8.292489,-0.279484,-0.112107,8.297197,-0.004056573,0.122952,0.146853,0.084043,7.67E-6,0.06281,1.624705,0.154605,98.93755221442,-43.07473772178,2.758E-4,2.584E-4,176.84,5569272208551498368,98.93746814285,0.0128,-43.0747233494,0.014,3.1462,0.0146,215.4974,14.191,-13.818,0.016,3.234,0.017,375,4.5625,1324.58,0.147,32.84,31,,,28,1.171,true,3542650.0,1439.02,9.314047,2265420.0,3206.18,9.45067,1872460.0,9.066865,1.168,0.383805,,,0,,,,,28445856,,0.00279,0.003185,0.004139,9.314047,0.00279,3542650.0,-0.004,0.2584,0.2758,-0.0072,0.227061
Gaia DR3 5575085876283450368,1,76,96.79711851,96.79711851,-37.10197529,-37.10197529,1.818072,0.097117,100.9772125,-60.28250785,5.784440245,-19.08978952,13.8045566,0.08389874,0.09891541,0.10762144,0.11242418,0.1298249,,,2016,8280.085,,,1.05E-4,1.547657,1.835417,1.972893,8042.79,8643.7,9452.38,4.129815,4.20343,4.258767,-0.515355,-0.204667,0.013073,0.161673,0.166134,0.173286,0.179344,0.183135,-0.118288,0.003658,0.164497,0.381635,0.441626,1.0,-8.268392,-0.147212,-0.060655,8.269702,6.07E-4,0.151939,0.179717,0.102176,1.69E-5,0.077541,1.574696,0.14744,96.79722488415,-37.10203664046,0.0021155,0.0017584,162.39,5575085876283450368,96.79711850564,0.0839,-37.10197528692,0.0989,5.7844,0.1076,53.748,23.558,-19.09,0.112,13.805,0.13,370,80.3138,33814.02,1.208,1232.0,31,,,25,5.147,true,1.02192E7,5229.74,8.163827,7060110.0,5146.25,8.216514,4813000.0,8.041855,1.162,0.174659,,,0,,,,,28975225,,0.002811,0.0029,0.003812,8.163827,0.002811,1.02192E7,0.001,1.794,2.0854,-0.1066,0.376914
Gaia DR3 2992781354145083136,1,77,92.8406334,92.8406334,-15.79314348,-15.79314348,1.172954,0.243186,93.52790662,-39.19764318,7.759706393,-0.117972516,-18.77058338,0.01748146,0.022094637,0.030760543,0.024040375,0.026384076,,,2016,7727.5146,,,8.3E-5,1.916858,2.065192,2.159,7923.19,7953.79,8352.97,3.882466,3.909904,3.936,-0.213823,0.1904,0.195188,0.126,0.127828,0.127858,0.129065,0.13011,0.049159,0.049861,0.053392,0.260055,0.299846,1.0,-8.290157,-0.083667,-0.034917,8.29058,-0.001752138,0.048741,0.057949,0.033077,9.91E-6,0.024872,1.545419,0.146534,92.84063394607,-15.79306005264,4.377E-4,3.81E-4,162.92,2992781354145083136,92.84063340118,0.0175,-15.79314347746,0.0221,7.7597,0.0308,252.2617,18.771,-0.118,0.024,-18.771,0.026,550,11.8301,4807.14,0.245,87.57,31,,,22,1.378,true,3.73948E7,9643.39,6.755338,2.4973E7,16528.4,6.844864,1.85539E7,6.576806,1.164,0.268058,,,0,,,,,49834249,,0.00277,0.002881,0.003841,6.755338,0.00277,3.73948E7,-0.002,0.3862,0.4331,-0.0779,0.300344
Gaia DR3 5278537488513876352,1,78,92.12206031,92.12206031,-71.11992356,-71.11992356,1.87922,0.140199,261.4494394,-85.37760519,4.175234998,3.437285143,10.01561656,0.026107151,0.025691805,0.027454909,0.038088143,0.0303238,,,2016,7970.1084,,,4.7E-5,1.618918,1.776391,1.971398,8212.95,8520.78,9258.15,4.17563,4.216743,4.300304,-0.411697,-0.099637,0.101161,0.233653,0.235192,0.238808,0.240858,0.241803,0.027936,0.098882,0.198907,0.373826,0.533791,1.0,-8.157965,-0.204552,-0.115847,8.160529,-0.003282428,0.183018,0.216865,0.123424,1.63E-5,0.093441,1.532148,0.143338,92.12201309497,-71.11996807819,6.309E-4,4.752E-4,110.19,5278537488513876352,92.12206030574,0.0261,-71.11992356434,0.0257,4.1752,0.0275,152.0761,10.589,3.437,0.038,10.016,0.03,279,9.0947,1792.97,0.246,60.36,31,,,23,1.411,false,4942580.0,1732.27,8.952482,3335910.0,2066.68,9.030506,2401110.0,8.796865,1.161,0.233641,,,0,,,,,464498375,,0.002781,0.00287,0.00423,8.952482,0.002781,4942580.0,-0.003,0.6144,0.4963,-0.1829,0.169441
Gaia DR3 3218275383519669888,1,79,87.10618062,87.10618062,-0.759617557,-0.759617557,2.095588,0.356288,86.82821377,-24.16704287,9.134149617,-19.48882502,-0.772142743,0.019624339,0.018264748,0.024377188,0.02378089,0.019634644,,,2016,7500.992676,,,8.7E-5,1.655409,1.797146,1.861833,7663.53,7706.53,7926.98,4.136144,4.179328,4.201305,-0.023494,0.216986,0.48387,0.108347,0.108671,0.109205,0.109679,0.110073,-0.024616,0.007282,0.04323,0.123591,0.227071,1.0,-8.294855,-0.046869,-0.027045,8.294988,-0.006620169,0.039252,0.046782,0.026747,9.65E-8,0.020035,1.465229,0.141791,87.10626724269,-0.75961412476,4.024E-4,3.075E-4,116.39,3218275383519669888,87.10618061807,0.0196,-0.7596175565,0.0183,9.1341,0.0244,374.7007,19.504,-19.489,0.024,-0.772,0.02,445,0.0324,1374.67,0.153,24.06,31,,,19,1.0,true,2.2107E7,8429.56,7.326044,1.41445E7,23847.6,7.462077,1.16106E7,7.085754,1.165,0.376322,,,0,,,,1237663332150214694,28076697,447021410,0.002786,0.003337,0.004026,7.326044,0.002786,2.2107E7,-0.007,0.3855,0.3284,-0.2118,0.312059
Gaia DR3 4784786192734393600,1,80,72.16048308,72.16048308,-49.16995329,-49.16995329,1.193318,0.304959,53.43484065,-70.35330639,2.909724606,-1.529606664,0.768049044,0.011457743,0.01365126,0.014028756,0.015510798,0.016614448,,,2016,,,,8.0E-6,2.065,2.065145,2.271275,7923.19,7923.78,8640.55,3.908439,3.91,3.97862,0.191814,0.191814,0.290542,0.334594,0.336765,0.341778,0.345485,0.345718,-0.027172,-0.023477,-0.009883,0.268603,0.282678,1.0,-8.264427,-0.253972,-0.219453,8.268329,-0.010285258,-0.009034,-0.010733,-0.006125,1.8E-8,-0.004608,1.41797,0.140199,72.16049347469,-49.16995669946,3.024E-4,2.055E-4,141.39,4784786192734393600,72.1604830769,0.0115,-49.1699532859,0.0137,2.9097,0.014,207.4114,1.712,-1.53,0.016,0.768,0.017,330,-1.1602,891.5,0.11,14.17,31,,,25,0.954,false,5416810.0,2143.69,8.853007,3550460.0,2747.25,8.96283,2717480.0,8.662478,1.157,0.300351,,,0,,,,,502579537,,0.002789,0.002914,0.004144,8.853007,0.002789,5416810.0,-0.01,0.2477,0.2688,-0.3603,0.027373
Gaia DR3 3297587246041234304,1,81,62.69075698,62.69075698,7.288075552,7.288075552,2.094425,0.074429,62.0886852,-13.54426335,4.011239581,0.022241494,-5.970347457,0.017823206,0.013245006,0.020101333,0.023959262,0.017640308,9.991457939,0.82529968,2016,8159.145996,,,2.7E-5,1.564145,1.650288,1.815368,8123.89,8801.34,9229.03,4.254354,4.305893,4.354177,-0.50084,-0.230979,-0.086644,0.243799,0.245576,0.246657,0.249372,0.250888,0.230335,0.264383,0.475284,0.579609,0.69489,1.0,-8.41118,-0.017866,-0.126188,8.411199,-3.6E-4,0.435952,0.51753,0.294524,1.57E-7,0.223006,1.394319,0.135572,62.69075688517,7.28810208651,3.857E-4,2.771E-4,99.35,3297587246041234304,62.69075698482,0.0178,7.28807555164,0.0132,4.0112,0.0201,199.5509,5.97,0.022,0.024,-5.97,0.018,242,-1.3852,613.96,0.121,15.85,31,,,17,0.936,false,3010300.0,879.259,9.490841,1992090.0,1597.7,9.590267,1520640.0,9.292832,1.167,0.297435,,,0,,,,,,487017658,0.002774,0.002923,0.00382,9.490841,0.002774,3010300.0,-0.0,0.3832,0.2805,-0.1074,0.095525
Gaia DR3 67299186890270208,1,82,58.34623061,58.34623061,25.64256677,25.64256677,2.110322,0.209496,61.63380155,5.266726613,3.664552769,-0.205512657,-7.746768288,0.033606146,0.020359106,0.035454132,0.043640714,0.027125616,,,2016,7934.153809,,,3.4E-5,1.467915,1.694973,1.851384,7873.58,8086.23,9022.79,4.129478,4.220776,4.280317,-0.335231,-0.30131,0.081338,0.263824,0.267437,0.271526,0.276095,0.277581,0.182966,0.300526,0.406884,0.696497,0.766525,1.0,-8.445898,0.058558,-0.099152,8.4461,0.012670398,0.368234,0.439765,0.251335,1.07E-7,0.18843,1.347181,0.097117,58.34623162809,25.64260120481,7.101E-4,4.155E-4,82.76,67299186890270208,58.34623061491,0.0336,25.64256677473,0.0204,3.6646,0.0355,103.3604,7.749,-0.206,0.044,-7.747,0.027,364,2.0445,2967.59,0.245,81.91,95,1.6568,0.0051,17,1.076,false,2605570.0,1339.7,9.647611,1681280.0,1244.55,9.77444,1407840.0,9.376514,1.186,0.397925,,,0,,,,,,579032553,0.002811,0.002904,0.004141,9.647611,0.002811,2605570.0,0.013,0.7064,0.4218,0.1392,0.124009
Gaia DR3 4642093772704100992,1,83,49.03353461,49.03353461,-73.54886804,-73.54886804,0.749679,0.07611,315.0573529,-74.79263252,4.029927949,1.074614332,25.76014098,0.135736108,0.117752947,0.131002635,0.172992587,0.148139432,,,2016,7948.858887,,,1.15E-4,1.971,2.041,2.08842,7850.46,8695.14,8807.81,3.797,3.826937,3.899089,-0.418584,-0.219524,-0.015503,0.22269,0.228329,0.23787,0.249687,0.262528,-0.045814,0.038118,0.334955,0.348131,0.441396,1.0,-8.136474,-0.171215,-0.152421,8.138274,0.0013448,0.307972,0.365126,0.207747,3.2E-8,0.157379,1.193318,0.091031,49.03351774648,-73.54898252582,0.0027625,0.0023461,80.11,4642093772704100992,49.03353461138,0.1357,-73.54886803631,0.1178,4.0299,0.131,30.7622,25.783,1.075,0.173,25.76,0.148,298,80.6406,32021.67,1.467,1248.0,31,,,22,5.778,false,1.25663E7,4097.81,7.939352,8515620.0,8163.61,8.013001,6128490.0,7.779512,1.165,0.23349,,,0,,,,,491721360,,0.002778,0.002978,0.003951,7.939352,0.002778,1.25663E7,0.001,2.7511,2.3594,0.0554,0.412507
Gaia DR3 5183412106158539776,1,84,47.5267518,47.5267518,-3.541305892,-3.541305892,1.869082,0.442668,44.00149985,-20.45724786,2.937038575,0.175628949,6.812498366,0.04051419,0.039062243,0.04894165,0.050163537,0.04488885,20.873848,0.38397494,2016,7056.7954,15.312946,3.0964644,3.0E-5,1.480048,1.493156,1.787895,6841.31,6885.4,7662.25,3.805555,3.816615,3.888451,-0.52821,-0.435825,-0.019492,0.327352,0.329206,0.341079,0.341899,0.346128,0.056491,0.057879,0.102277,0.470126,0.588012,1.0,-8.421739,-0.013851,-0.258796,8.42175,0.012888789,0.090883,0.109406,0.062944,1.16E-5,0.046462,1.172954,0.07838,47.52675101472,-3.54133617024,8.081E-4,7.244E-4,86.15,5183412106158539776,47.52675179679,0.0405,-3.54130589243,0.0391,2.937,0.0489,60.011,6.815,0.176,0.05,6.812,0.045,220,31.3376,4293.43,0.383,160.0,31,,,16,2.842,false,2662250.0,1582.33,9.624244,1660120.0,546.157,9.788196,1511930.0,9.299066,1.191,0.48913,24.59,0.49,4,6750.0,4.5,,,21574984,433003920,0.00283,0.002813,0.003802,9.624244,0.00283,2662250.0,0.013,0.8078,0.7248,0.0147,0.109038
Gaia DR3 4618969428264480256,1,85,45.15367158,45.15367158,-81.90210436,-81.90210436,1.820855,0.242701,288.1978897,-71.45264446,3.45805071,-26.9123371,-16.85944798,0.011551882,0.01107499,0.012258021,0.014966779,0.015352853,,,2016,7841.461426,,,1.41E-4,1.622947,1.831816,1.945193,7608.2,7964.73,8416.64,4.06471,4.124442,4.172381,-0.203119,0.084262,0.278053,0.282617,0.283717,0.286887,0.288424,0.290509,0.026038,0.051812,0.216291,0.362305,0.463698,1.0,-8.089168,-0.210826,-0.159914,8.091914,-0.003575563,0.196438,0.234153,0.133778,1.54E-7,0.100375,1.090128,0.076156,45.15452068802,-81.9020294284,2.471E-4,2.391E-4,170.31,4618969428264480256,45.15367158144,0.0116,-81.90210436016,0.0111,3.4581,0.0123,282.1051,31.757,-26.912,0.015,-16.859,0.015,323,-2.4284,707.57,0.096,11.8,31,,,26,0.904,false,3569510.0,752.616,9.305845,2317600.0,984.922,9.425947,1845060.0,9.082871,1.166,0.343077,,,0,,,,,490778627,,0.002765,0.002828,0.003798,9.305845,0.002765,3569510.0,-0.004,0.2393,0.2469,-0.011,0.508114
Gaia DR3 5137326935274065280,1,86,31.56595495,31.56595495,-19.12397529,-19.12397529,2.360844,0.39252,21.89058371,-29.82257901,3.19428899,25.46852424,-0.371503834,0.267491013,0.288540989,0.45090133,0.355391353,0.327986449,,,2016,7462.937012,,,1.13E-4,1.283,1.414276,1.453545,7077.61,7170.16,7304.28,3.960372,4.022814,4.261659,-0.52878,-0.424575,-0.253062,0.244224,0.266065,0.377522,0.404776,0.415692,-0.128694,-0.019892,0.013261,0.088296,0.254344,0.578125,-8.319922,-0.02528,-0.357074,8.319961,0.07752049,0.0119,0.014259,0.008182,1.86E-7,0.006077,1.082977,0.07611,31.56583514015,-19.12397364128,0.0060015,0.0047454,54.7,5137326935274065280,31.56595494542,0.2675,-19.12397529245,0.2885,3.1943,0.4509,7.0842,25.471,25.469,0.355,-0.372,0.328,369,257.802,442680.06,3.39,15210.0,31,,,16,20.005,false,1485820.0,4200.25,10.257453,1010930.0,522.581,10.326736,847037.0,9.92814,1.25,0.398597,,,0,,,,1237667244327698447,14205735,,0.004125,0.002846,0.003797,10.257453,0.004125,1485820.0,0.078,5.6133,5.1988,0.2182,0.407555
Gaia DR3 105728320868135808,1,87,30.8702345,30.8702345,26.53718798,26.53718798,2.262717,0.428137,37.95025954,13.13913522,6.203699717,-14.3790781,-5.425677858,0.07577561,0.07039073,0.08264225,0.10028437,0.10495888,-8.941886,0.58235234,2016,7106.312,24.534424,1.8378841,6.8E-5,1.56496,1.628619,1.73565,7030.3,7371.49,7583.01,4.102775,4.12515,4.166216,-0.13007,0.092938,0.406037,0.155583,0.15713,0.159991,0.163009,0.165934,-0.078806,-0.055357,0.133434,0.218121,0.362648,1.0,-8.305473,0.081431,-0.088553,8.305873,-0.005407691,0.11985,0.14357,0.082324,1.55E-5,0.061246,0.85875,0.074429,30.87030592831,26.5372120928,0.0019262,0.0012737,42.33,105728320868135808,30.87023449545,0.0758,26.53718797869,0.0704,6.2037,0.0826,75.0669,15.369,-14.379,0.1,-5.426,0.105,191,38.1755,5805.37,0.658,280.1,31,,,14,3.53,true,8198350.0,1994.76,8.403051,5033310.0,5117.73,8.583908,4585090.0,8.094525,1.173,0.489383,,,0,,,,1237680283852603420,,583014383,0.002768,0.003001,0.003807,8.403051,0.002768,8198350.0,-0.005,1.6029,1.6624,0.3901,0.245883
Gaia DR3 505502605482123648,1,88,30.16774181,30.16774181,58.52690454,58.52690454,2.263384,0.325845,52.10724995,42.6985967,6.833103735,39.28245933,-17.05447757,0.011994549,0.014008848,0.022092871,0.018220186,0.024855366,,,2016,7600.154297,,,1.9E-4,1.57634,1.717012,1.752615,7689.02,7746.28,7921.47,4.186851,4.227911,4.240279,-0.204873,0.100276,0.205899,0.144586,0.144719,0.145634,0.146494,0.146989,-0.053558,-0.043107,0.006672,0.059383,0.106583,1.0,-8.297078,0.108266,-0.007969,8.297785,-0.006601572,0.006071,0.007228,0.004131,2.49E-8,0.003097,0.749679,0.063475,30.16740740811,58.52698033725,3.958E-4,2.9E-4,4.96,505502605482123648,30.1677418071,0.012,58.52690454001,0.014,6.8331,0.0221,309.29,42.825,39.282,0.018,-17.054,0.025,611,-1.9759,1558.7,0.154,21.88,31,,,24,0.943,true,1.0981E7,2567.98,8.085765,7147390.0,5852.59,8.203174,5616500.0,7.874231,1.162,0.328942,,,0,,,,,,743085365,0.002767,0.002928,0.003916,8.085765,0.002767,1.0981E7,-0.007,0.2909,0.3951,0.0543,0.685202
Gaia DR3 2458519755033679360,1,89,22.81860313,22.81860313,-11.1189796,-11.1189796,1.945185,0.266677,16.76279282,-19.1657409,3.256875898,-8.756474904,-24.43490739,0.12546696,0.067438856,0.13789542,0.17202725,0.07130132,,,2016,7701.7817,,,1.15E-4,1.645244,1.690567,1.893015,7471.5,7654.06,8216.11,4.018038,4.098921,4.138125,-0.411264,0.075677,0.19325,0.267048,0.28256,0.29747,0.324065,0.348383,-0.033056,-0.015207,0.088208,0.274804,0.434947,1.0,-8.285879,0.039731,-0.282019,8.285975,0.034944892,0.079876,0.095322,0.054535,6.92E-6,0.040787,0.41088,0.019164,22.81864279248,-11.11887100232,0.0028004,0.0011473,90.28,2458519755033679360,22.81860313033,0.1255,-11.11897960191,0.0674,3.2569,0.1379,23.6184,25.957,-8.756,0.172,-24.435,0.071,328,73.3382,29053.55,1.008,921.1,95,1.5881,0.0257,17,5.005,false,3296360.0,2738.61,9.392279,2239400.0,1495.3,9.463213,1725280.0,9.155748,1.203,0.307465,,,0,,,,,13727303,395000306,0.002899,0.002883,0.003852,9.392279,0.002899,3296360.0,0.035,2.8004,1.1474,-0.0101,0.415298
Gaia DR3 5034539498772633856,1,90,16.48190886,16.48190886,-26.72897932,-26.72897932,1.736549,0.14744,3.579697266,-30.89403627,4.713472209,-33.4665285,-19.89679382,0.081952304,0.060097262,0.10346549,0.10336525,0.125542656,,,2016,8224.420898,,,1.73E-4,1.595517,1.77941,1.988711,8225.08,8450.78,8780.79,4.077236,4.165077,4.226211,-0.507992,-0.126513,0.196511,0.199721,0.20477,0.213061,0.221496,0.228901,-0.092273,-0.015119,0.059776,0.166226,0.354044,1.0,-8.210804,-0.005436,-0.212717,8.210806,-0.00123477,0.055171,0.065269,0.037131,1.32E-7,0.028138,0.359615,-0.085556,16.4820753959,-26.72889088964,0.0022007,0.0012973,33.3,5034539498772633856,16.4819088606,0.082,-26.72897931994,0.0601,4.7135,0.1035,45.556,38.934,-33.467,0.103,-19.897,0.126,373,47.4016,13232.58,0.709,438.1,31,,,15,3.184,true,7966210.0,2684.48,8.434238,5493210.0,3184.66,8.488977,3747990.0,8.313398,1.16,0.175579,,,0,,,,,10253497,,0.00278,0.00286,0.004074,8.434238,0.00278,7966210.0,-0.001,1.6234,1.9725,0.4528,0.622953
Gaia DR3 2426233764315367040,1,91,10.04174469,10.04174469,-8.931294997,-8.931294997,2.722212,0.135572,5.652785384,-12.17843356,4.046677935,30.28003179,14.42411746,0.033195697,0.023987109,0.039545167,0.047498357,0.052901093,-24.70811,0.6044819,2016,,15.534533,8.466487,1.49E-4,1.374396,1.428698,1.478028,8037.8,8248.62,8892.32,4.371768,4.40262,4.43779,-0.700725,-0.510978,-0.417335,0.240718,0.243773,0.246937,0.249934,0.252539,0.038429,0.048323,0.151042,0.333482,0.378147,1.0,-8.231785,0.07113,-0.234325,8.232092,0.005453348,0.138359,0.164266,0.09363,8.25E-6,0.070636,-0.90786,-0.131542,10.04160846257,-8.93135910385,9.854E-4,5.634E-4,39.44,2426233764315367040,10.04174469227,0.0332,-8.93129499669,0.024,4.0467,0.0395,102.3305,33.54,30.28,0.047,14.424,0.053,497,23.8371,5982.42,0.294,132.8,31,,,15,1.848,true,2215870.0,500.777,9.823505,1521010.0,614.155,9.883213,1067470.0,9.677005,1.168,0.206208,,,0,,,,1237652901826199585,13022301,,0.002766,0.002824,0.003792,9.823505,0.002766,2215870.0,0.005,0.7624,0.841,0.5001,0.536633
